external_compound_id,preferred_name,compound_family,target_relevance_tier,activity_relevance_tier,include_in_tier1_fks_set,include_in_tier2_cell_wall_set,include_in_tier3_broad_antifungal_set,use_for_pretraining,use_for_finetuning,use_for_papu_exact_regression,do_not_mix_with_papu_reason,decision_status,curator_note
EXT-FKS-0376,CHEMBL3142889,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0377,CHEMBL3142890,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0378,CHEMBL3142891,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0379,CHEMBL3142892,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0380,CHEMBL3142894,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0381,CHEMBL3142895,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0382,CHEMBL3739429,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0383,CHEMBL3739474,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0384,CHEMBL3739756,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0385,CHEMBL3740011,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0386,CHEMBL3740165,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0387,CHEMBL3740167,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0388,CHEMBL3740212,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0389,CHEMBL3740280,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0390,CHEMBL3740534,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0391,CHEMBL3740729,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0392,CHEMBL3740840,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0393,CHEMBL3740861,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0394,CHEMBL3740960,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0395,CHEMBL3741042,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0396,CHEMBL3741086,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0397,CHEMBL3741163,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0398,CHEMBL3741171,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0399,CHEMBL3741220,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0400,CHEMBL3741296,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0401,CHEMBL3741728,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0402,CHEMBL3741737,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0403,CHEMBL3741985,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0404,CHEMBL3742052,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0405,CHEMBL3742110,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0406,CHEMBL3742174,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0407,CHEMBL408249,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0408,CHEMBL415670,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0409,CHEMBL4751360,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0410,CHEMBL4758391,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0411,CHEMBL4759855,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0412,CHEMBL4800505,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0413,CHEMBL1790214,echinocandin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0414,CHEMBL1791178,mixed_fks,Tier 2,broad_antifungal;cell_wall_related,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0415,CHEMBL38032,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0416,CHEMBL452101,pneumocandin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0417,CHEMBL459922,echinocandin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0418,CHEMBL95047,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0419,SILVER NITRATE,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0420,CHEMBL131629,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0421,CHEMBL132204,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0422,CHEMBL132412,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0423,CHEMBL132520,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0424,CHEMBL132551,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0425,CHEMBL133488,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0426,CHEMBL134302,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0427,CHEMBL134347,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0428,CHEMBL134390,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0429,CHEMBL134436,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0430,CHEMBL134511,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0431,CHEMBL134524,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0432,CHEMBL134654,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0433,CHEMBL134722,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0434,CHEMBL134745,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0435,CHEMBL134800,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0436,CHEMBL134822,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0437,CHEMBL134865,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0438,CHEMBL134980,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0439,CHEMBL135010,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0440,CHEMBL135036,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0441,CHEMBL135059,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0442,CHEMBL135071,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0443,CHEMBL135184,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0444,CHEMBL135215,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0445,CHEMBL135421,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0446,CHEMBL135425,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0447,CHEMBL135566,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0448,CHEMBL135571,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0449,CHEMBL135717,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0450,CHEMBL135749,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0451,CHEMBL135847,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0452,CHEMBL212799,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0453,CHEMBL215800,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0454,CHEMBL2369955,mulundocandin,Tier 1,broad_antifungal,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0455,CHEMBL3037887,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0456,CHEMBL315874,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0457,CHEMBL334362,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0458,CHEMBL334366,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0459,CHEMBL334526,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0460,CHEMBL334663,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0461,CHEMBL334968,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0462,CHEMBL335216,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0463,CHEMBL335240,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0464,CHEMBL335487,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0465,CHEMBL335642,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0466,CHEMBL335688,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0467,CHEMBL335690,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0468,CHEMBL335835,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0469,CHEMBL335875,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0470,CHEMBL336151,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0471,CHEMBL336418,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0472,CHEMBL336527,mixed_fks,Tier 2,broad_antifungal,no,candidate_review,candidate_review,candidate_review,no,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
